MedicalCodeID
216212011
250372012
99639019
128130017
136515019
108938018
854021000006115
78013015
250368013
265092010
923201000006112
295258014
285793015
338608011
344795016
459722017
459524018
457286014
1488578010
903981000006117
503483019
854071000006119
1773560017
1780273014
1488577017
904001000006111
1488873010
1488576014
904031000006115
1484935015
1484936019
62881000000117
1484933010
1484937011
137711000006111
1484934016
1780360012
1484932017
37311000006117
1489355012
2474719011
303501000000115
604961000006114
492511000000117
2982426011
2669652019
854961000006110
852111000006118
854981000006117
855001000006114
852131000006112
503483019
854071000006119
108938018
854021000006115
856371000006111
1488578010
903981000006117
904021000006118
1488576014
904031000006115
904121000006117
1488577017
904001000006111
904181000006118
904011000006114
904201000006117
265092010
923201000006112
961581000006114
904241000006115
1152111000000110
1563081000000110
1176421000000110
1592611000000110
1591651000006110
1672841000006110
408878014
1777011000006110
1899551000006110
1889681000006110
1889701000006110
1889671000006110
1889711000006110
1973851000006110
1974741000006110
1974401000006110
1974421000006110
1974811000006110
1974341000006110
1974501000006110
1974531000006110
1974791000006110
1974911000006110
1973951000006110
1974581000006110
1974841000006110
1974931000006110
1973821000006110
1973981000006110
1974461000006110
1974681000006110
1974031000006110
1974571000006110
1974871000006110
1974961000006110
1974981000006110
1973841000006110
1973921000006110
1974311000006110
1974651000006110
1974761000006110
2141561000000110
2462431000000110
1819411000006110
2462391000000110
295951010
295256013
295260011
461114016
2670126018
137791000006118
102951000006115
137721000006115
102921000006112
88471000006112
397981000006119
700121000006118
743331000006116
1715591000006110
819331000006110
67621000006112
397181000006117
397991000006116
397461000006119
397911000006114
397271000006110
397681000006110
397733018
1714541000006110
397281000006113
397671000006112
460828018
1672841000006110
408878014
397971000006117
1709641000000110
2251911000000110
2717211000000110
250367015
2670126018
137791000006118
2251871000000110
1125741000000110
1974711000006110
295257016
904191000006115
1175011000000110
1974371000006110
459484017
